state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_eve_minutes,total_eve_calls,total_night_minutes,total_night_calls,total_intl_minutes,total_intl_calls,number_customer_service_calls,churn,churn_0_1
PA,59,area_code_510,no,no,0,189.1,141,198.2,113,280.2,103,2.2,7,1,no,0
KY,124,area_code_408,no,no,0,156.9,74,195.8,82,181.0,99,8.8,2,1,no,0
ID,73,area_code_408,no,no,0,67.0,76,223.0,154,236.5,151,11.2,2,1,no,0
AK,94,area_code_415,no,no,0,261.3,89,152.4,139,120.2,124,10.5,2,0,no,0
AL,80,area_code_415,no,no,0,135.1,92,185.0,103,147.1,74,14.7,5,3,no,0
SC,101,area_code_415,yes,no,0,92.1,109,163.0,83,133.3,102,9.7,11,2,no,0
MN,115,area_code_408,no,no,0,173.5,121,168.3,100,138.3,105,7.8,5,1,no,0
KS,100,area_code_415,yes,no,0,156.3,82,259.4,91,143.7,93,8.3,7,5,no,0
MA,85,area_code_415,no,no,0,274.7,79,119.4,122,296.9,74,9.4,10,1,no,0
KY,110,area_code_408,no,no,0,244.7,84,106.4,95,194.9,61,10.5,1,2,yes,1
WI,92,area_code_408,yes,no,0,183.6,96,149.7,55,135.2,71,11.8,4,0,no,0
MI,102,area_code_408,no,no,0,167.1,80,222.9,94,179.9,103,11.6,3,5,no,0
NV,134,area_code_408,no,no,0,177.1,120,218.1,123,183.8,93,12.7,5,3,no,0
DC,96,area_code_415,no,no,0,217.8,120,139.6,109,227.7,111,11.6,3,0,no,0
NE,42,area_code_510,no,no,0,143.7,96,221.0,98,108.9,94,8.6,1,2,no,0
OR,175,area_code_415,no,no,0,185.0,104,325.8,86,85.4,105,14.6,2,1,no,0
OR,136,area_code_415,no,yes,23,235.6,65,177.7,81,138.7,105,11.3,5,1,no,0
AR,32,area_code_415,yes,no,0,265.5,75,119.7,77,169.9,128,14.8,6,2,yes,1
UT,101,area_code_415,no,no,0,332.1,91,151.0,123,277.8,99,11.3,3,1,yes,1
AZ,132,area_code_408,yes,yes,21,223.4,89,193.2,105,226.2,85,7.7,5,3,no,0
ME,120,area_code_510,no,no,0,163.6,109,237.3,95,186.2,141,12.3,5,0,no,0
MT,122,area_code_510,no,no,0,190.0,125,141.5,77,216.8,68,15.9,3,3,no,0
OK,52,area_code_510,no,no,0,153.7,100,174.2,139,242.3,53,14.1,3,1,no,0
VT,182,area_code_415,no,no,0,160.3,87,229.9,101,185.3,96,8.7,11,2,no,0
ID,130,area_code_510,no,no,0,140.9,68,217.5,109,123.6,96,13.6,4,3,no,0
SC,106,area_code_510,no,no,0,168.4,85,123.3,95,162.5,83,4.6,4,3,no,0
MA,150,area_code_408,no,no,0,150.9,92,191.0,106,223.6,107,8.3,4,5,yes,1
OK,94,area_code_415,no,no,0,255.1,96,276.9,67,226.5,74,10.6,2,0,yes,1
CO,89,area_code_415,no,no,0,94.5,107,191.8,85,196.2,131,15.0,5,1,no,0
WA,45,area_code_415,no,no,0,135.0,116,159.0,108,170.3,130,11.1,15,1,no,0
KS,74,area_code_408,no,no,0,286.9,113,260.8,121,137.1,94,12.6,6,0,yes,1
GA,158,area_code_415,no,no,0,165.4,70,280.1,104,121.8,106,10.4,9,1,no,0
AL,76,area_code_415,no,no,0,222.0,99,215.9,122,204.1,131,8.2,5,3,yes,1
KY,102,area_code_415,yes,no,0,209.8,85,165.7,100,230.1,92,8.7,6,0,no,0
LA,4,area_code_408,no,yes,31,158.3,99,164.2,98,192.7,108,12.5,3,2,no,0
MN,161,area_code_408,no,no,0,252.3,120,243.8,98,284.4,96,9.2,2,1,yes,1
WV,116,area_code_415,no,no,0,255.5,93,224.4,122,317.3,85,12.7,4,1,yes,1
WY,86,area_code_415,no,no,0,227.9,105,218.7,118,223.2,120,14.2,5,3,no,0
NE,39,area_code_510,no,no,0,185.0,113,106.5,125,167.3,78,12.0,2,0,no,0
MI,57,area_code_415,no,no,0,140.0,100,174.7,102,258.5,111,13.3,4,1,no,0
NH,138,area_code_415,no,no,0,157.5,96,271.7,107,138.2,84,10.7,6,2,no,0
AK,98,area_code_415,no,no,0,237.5,130,213.2,85,194.1,107,10.1,3,0,no,0
AZ,145,area_code_415,no,yes,10,190.7,100,177.7,114,167.3,100,12.8,2,0,no,0
NV,77,area_code_415,no,no,0,215.5,81,170.9,100,170.3,59,10.3,3,1,no,0
WV,99,area_code_408,no,yes,12,119.9,83,237.7,98,187.6,159,16.6,2,1,no,0
VT,106,area_code_510,yes,no,0,196.7,100,210.2,109,173.8,83,7.8,1,4,yes,1
OK,32,area_code_510,no,no,0,230.7,122,204.7,134,142.0,86,8.7,3,2,no,0
OR,174,area_code_415,no,no,0,222.3,102,173.8,123,297.2,97,5.7,2,0,yes,1
NY,98,area_code_510,no,no,0,198.6,92,349.4,99,221.7,83,7.3,6,2,yes,1
ME,42,area_code_510,no,no,0,139.4,109,223.8,121,244.9,105,4.6,3,1,no,0
VA,99,area_code_408,no,no,0,130.4,121,219.9,103,84.1,85,9.8,3,2,no,0
NY,119,area_code_408,no,no,0,153.2,131,116.6,85,218.5,74,10.1,5,1,no,0
MD,47,area_code_415,yes,no,0,177.1,104,217.4,97,191.8,131,9.7,5,2,no,0
GA,77,area_code_415,no,no,0,134.5,119,119.7,104,250.7,112,9.3,5,0,no,0
WY,39,area_code_510,no,yes,38,201.8,66,200.1,87,173.7,112,9.5,3,0,no,0
WV,193,area_code_415,no,no,0,180.5,114,117.9,80,192.9,97,10.2,4,2,no,0
OH,103,area_code_415,no,yes,40,164.5,95,228.7,82,194.7,97,7.4,1,4,no,0
AK,36,area_code_415,yes,yes,19,171.9,96,198.4,111,321.7,76,10.5,1,1,yes,1
IL,87,area_code_415,no,no,0,221.4,69,195.2,53,120.6,91,13.7,4,1,no,0
RI,1,area_code_510,no,no,0,241.5,114,195.2,94,201.6,93,14.1,3,3,no,0
WY,62,area_code_415,no,no,0,116.5,77,186.1,111,180.6,72,16.1,2,3,no,0
WA,112,area_code_415,no,no,0,158.1,107,181.5,101,200.3,126,8.3,7,1,no,0
CO,82,area_code_408,no,no,0,121.6,81,191.3,109,231.4,81,8.6,5,3,no,0
AL,55,area_code_415,no,yes,28,222.5,134,177.8,106,194.6,90,9.7,4,2,no,0
IA,82,area_code_510,no,yes,23,123.7,93,139.1,74,174.5,118,10.6,2,1,no,0
OH,69,area_code_415,no,no,0,244.8,76,77.2,100,222.8,102,10.0,3,0,no,0
HI,87,area_code_510,no,no,0,297.4,63,118.4,108,242.3,72,11.0,2,2,yes,1
WV,63,area_code_415,no,no,0,147.8,95,201.4,72,154.9,118,8.6,8,1,no,0
ID,68,area_code_415,no,no,0,186.5,108,190.2,107,187.8,103,11.0,5,1,no,0
TX,119,area_code_510,no,no,0,107.2,100,221.1,100,212.6,96,8.3,3,2,no,0
ID,43,area_code_415,no,yes,36,93.1,68,246.1,83,94.9,109,8.7,8,1,no,0
CA,136,area_code_510,no,no,0,132.4,110,254.1,81,176.5,100,13.0,6,2,no,0
OR,149,area_code_415,no,no,0,114.5,103,228.8,100,135.8,74,10.7,3,0,no,0
NY,77,area_code_415,no,no,0,184.7,130,194.0,105,249.1,91,9.0,4,1,no,0
MI,110,area_code_415,no,no,0,94.1,127,283.0,97,168.7,69,10.3,6,2,no,0
WA,70,area_code_415,no,no,0,229.3,110,118.2,89,155.0,105,7.9,4,1,no,0
VT,155,area_code_510,no,no,0,223.8,109,233.4,68,201.6,111,8.8,8,1,no,0
DC,151,area_code_415,no,yes,27,154.4,141,210.6,109,167.9,109,7.8,3,3,no,0
TX,125,area_code_415,no,no,0,190.2,107,209.2,75,102.1,136,14.2,5,4,yes,1
NJ,83,area_code_415,no,no,0,167.0,120,209.1,102,131.0,107,8.6,2,1,no,0
ND,94,area_code_510,no,no,0,154.8,113,261.8,121,213.0,81,11.6,5,0,no,0
CO,11,area_code_415,no,yes,36,293.4,122,174.1,91,212.0,50,6.9,6,1,no,0
CO,92,area_code_415,no,no,0,160.5,113,287.3,134,212.6,93,8.2,3,3,no,0
GA,70,area_code_415,no,yes,20,230.2,110,177.5,111,206.3,38,11.9,2,0,no,0
UT,82,area_code_510,no,no,0,191.9,95,116.7,105,202.6,113,8.2,5,0,no,0
CO,65,area_code_408,no,no,0,131.5,119,222.3,119,155.3,83,11.1,7,1,no,0
AZ,102,area_code_510,no,no,0,171.6,116,219.4,111,242.1,85,12.1,4,0,yes,1
CT,78,area_code_408,no,no,0,157.3,61,242.0,119,196.0,107,10.6,1,1,no,0
NM,77,area_code_408,yes,no,0,192.7,82,198.0,91,204.2,95,9.0,6,1,no,0
ME,58,area_code_415,no,yes,29,239.6,84,182.1,80,118.3,100,11.0,3,2,no,0
CT,38,area_code_510,no,no,0,96.9,110,241.4,75,141.0,69,10.8,3,0,no,0
MO,87,area_code_408,no,no,0,129.5,104,194.0,133,287.9,65,7.2,7,2,no,0
WY,72,area_code_510,yes,no,0,274.0,75,162.8,110,110.0,121,7.7,3,4,no,0
DC,69,area_code_415,no,no,0,111.7,86,187.5,68,194.8,128,11.6,10,2,no,0
RI,85,area_code_408,no,no,0,142.7,82,179.1,106,141.4,88,5.0,8,3,no,0
VA,176,area_code_415,no,no,0,216.7,91,233.9,104,231.1,110,9.0,4,1,no,0
MA,133,area_code_415,no,no,0,207.1,106,283.5,124,65.2,107,10.5,2,3,no,0
MT,146,area_code_415,no,no,0,214.8,86,230.9,94,223.8,100,5.8,3,3,no,0
WA,31,area_code_415,no,no,0,142.9,67,109.7,72,293.6,112,11.5,6,0,no,0
TN,78,area_code_415,yes,no,0,71.5,126,166.8,127,211.6,86,8.3,2,3,yes,1
ND,118,area_code_415,no,no,0,77.6,113,126.9,75,191.0,79,14.9,4,1,no,0
ME,119,area_code_510,no,no,0,73.7,66,160.5,132,214.2,67,13.0,6,3,no,0
CO,141,area_code_408,no,no,0,264.3,90,216.4,101,208.8,72,9.6,3,0,yes,1
DC,150,area_code_510,yes,no,0,114.8,156,135.3,78,218.4,98,15.6,4,1,yes,1
UT,76,area_code_415,no,no,0,212.5,124,215.5,110,128.0,94,5.2,9,3,no,0
ID,159,area_code_510,no,yes,36,288.2,120,227.1,105,198.2,113,13.3,7,1,no,0
UT,66,area_code_415,no,no,0,192.4,98,187.0,93,132.9,82,11.2,1,0,no,0
MD,139,area_code_415,no,no,0,102.2,76,230.0,106,183.4,136,10.8,4,1,no,0
VT,122,area_code_415,yes,no,0,49.5,114,214.1,98,154.9,120,10.0,4,0,no,0
FL,91,area_code_415,no,no,0,153.2,70,231.7,91,115.1,80,9.8,3,4,yes,1
NH,131,area_code_415,no,no,0,55.5,79,163.5,104,128.1,59,10.1,4,1,no,0
IL,135,area_code_415,no,no,0,247.2,61,168.7,122,169.8,100,6.6,1,0,no,0
KS,129,area_code_415,no,no,0,220.2,117,261.1,102,165.9,132,10.8,1,2,no,0
WV,85,area_code_415,no,no,0,116.9,75,183.3,109,307.4,119,10.0,8,2,no,0
ID,125,area_code_408,no,no,0,175.9,98,192.8,148,278.2,110,10.6,5,0,no,0
ME,67,area_code_415,no,no,0,208.0,95,234.8,81,266.0,80,11.7,6,3,no,0
MA,61,area_code_415,no,yes,28,239.9,110,218.9,87,166.0,46,12.1,4,1,no,0
OR,135,area_code_408,yes,no,0,174.8,112,218.0,125,180.1,102,12.7,6,3,no,0
WV,43,area_code_510,no,yes,26,141.5,94,196.4,123,172.4,100,12.9,1,3,no,0
MO,120,area_code_415,no,no,0,79.2,123,212.1,106,224.6,104,10.2,4,3,no,0
WY,62,area_code_415,no,no,0,238.9,102,161.4,115,248.5,103,13.4,4,0,no,0
WV,160,area_code_408,no,yes,37,179.8,104,144.8,115,209.1,89,11.1,8,3,no,0
UT,67,area_code_510,no,no,0,225.9,78,243.1,83,84.1,94,13.5,2,2,yes,1
KY,98,area_code_415,no,no,0,189.8,113,271.5,111,218.9,96,13.0,5,1,no,0
OK,103,area_code_510,no,no,0,267.0,97,204.3,151,246.9,67,11.3,7,1,yes,1
TN,121,area_code_415,no,no,0,217.3,79,218.0,106,166.5,69,11.5,7,1,no,0
GA,111,area_code_415,no,no,0,129.1,92,148.9,132,264.0,103,16.8,7,2,no,0
NE,127,area_code_408,no,no,0,135.5,110,146.0,116,208.0,88,10.7,4,2,no,0
WA,65,area_code_510,no,no,0,183.4,63,183.6,80,153.5,83,10.7,4,4,yes,1
MO,86,area_code_510,no,no,0,223.0,109,286.2,76,257.8,132,7.5,7,3,yes,1
ME,119,area_code_510,no,no,0,140.0,135,138.9,103,230.2,121,6.1,6,0,no,0
WI,113,area_code_415,no,no,0,126.0,90,205.8,92,217.0,121,12.8,1,0,no,0
NC,126,area_code_415,no,no,0,228.2,68,170.2,102,168.9,72,10.2,6,1,no,0
OK,103,area_code_415,no,no,0,278.4,121,252.2,139,202.3,96,13.7,1,1,yes,1
MA,104,area_code_415,no,no,0,285.3,75,130.8,111,181.8,99,10.5,2,2,no,0
MN,56,area_code_415,no,no,0,222.9,100,145.2,110,170.6,129,5.6,8,1,no,0
ND,56,area_code_510,no,yes,37,153.7,97,271.4,91,179.0,121,8.3,2,1,no,0
AZ,155,area_code_415,yes,no,0,176.1,88,244.5,84,189.9,99,11.2,1,2,yes,1
SC,100,area_code_408,no,yes,41,306.9,71,243.3,72,125.9,114,10.5,4,2,no,0
ME,113,area_code_408,no,no,0,203.4,85,219.8,140,240.0,107,8.3,5,1,no,0
MO,103,area_code_415,no,yes,37,230.7,112,319.4,116,299.4,77,7.9,3,2,no,0
NJ,160,area_code_415,no,no,0,118.9,106,163.5,75,195.0,131,13.1,4,0,no,0
WY,142,area_code_408,no,yes,34,219.5,85,144.0,120,258.2,84,7.0,3,1,no,0
OK,73,area_code_415,yes,yes,34,252.9,103,220.1,79,144.9,65,11.4,3,0,no,0
PA,135,area_code_415,no,yes,46,172.6,77,203.4,102,264.2,108,10.4,2,1,no,0
NM,29,area_code_415,no,no,0,262.0,112,82.7,60,195.1,120,10.7,5,1,no,0
FL,158,area_code_415,no,no,0,123.3,115,130.4,91,243.7,119,11.2,3,3,no,0
NV,104,area_code_415,no,no,0,210.9,90,272.2,101,304.3,86,10.6,5,3,yes,1
SD,74,area_code_510,no,no,0,143.7,97,229.6,110,98.8,100,11.8,5,1,no,0
OR,28,area_code_415,no,no,0,171.2,90,173.9,65,210.5,139,14.0,4,2,no,0
TN,45,area_code_415,yes,no,0,189.6,96,171.7,69,222.0,102,13.9,7,1,yes,1
VA,60,area_code_415,no,no,0,229.5,91,157.7,67,162.4,76,13.2,3,2,no,0
ME,173,area_code_408,no,no,0,128.6,108,248.3,92,130.1,115,10.4,2,4,yes,1
FL,152,area_code_408,no,yes,26,214.8,82,226.7,135,206.7,97,7.6,11,1,no,0
RI,140,area_code_510,no,no,0,187.1,110,158.0,70,211.4,123,8.5,2,2,no,0
DC,94,area_code_415,no,yes,31,209.3,90,281.7,111,190.1,66,7.9,5,0,no,0
AR,88,area_code_415,no,no,0,141.7,102,226.2,125,100.1,93,11.9,8,0,no,0
OR,170,area_code_408,no,yes,22,173.6,66,142.2,83,156.5,93,5.2,3,1,no,0
SD,57,area_code_510,no,no,0,176.9,75,204.2,86,254.1,90,6.1,4,1,no,0
NC,102,area_code_408,no,yes,27,109.8,66,207.3,76,236.9,101,10.3,7,0,no,0
OH,49,area_code_408,no,no,0,202.3,105,195.4,131,190.1,88,9.0,2,3,yes,1
IN,195,area_code_415,no,no,0,221.6,109,126.2,94,212.2,98,6.4,2,0,no,0
MT,64,area_code_415,no,no,0,131.3,105,109.4,114,246.2,125,12.7,4,4,yes,1
SC,105,area_code_408,yes,no,0,274.0,156,263.0,69,195.9,93,11.3,3,3,yes,1
OR,81,area_code_415,no,yes,33,200.3,103,216.9,96,249.8,100,15.5,4,1,no,0
GA,63,area_code_408,no,no,0,204.0,119,161.7,90,202.6,113,9.4,4,3,no,0
MI,126,area_code_415,no,no,0,193.1,114,75.5,61,186.2,73,11.1,1,3,no,0
OR,153,area_code_415,no,no,0,202.2,132,158.9,78,111.4,98,8.6,4,2,no,0
OR,67,area_code_415,no,no,0,245.1,118,185.2,94,193.6,112,8.1,3,3,no,0
MA,65,area_code_408,no,no,0,158.3,71,168.3,119,139.9,119,6.6,6,2,no,0
IA,21,area_code_408,no,no,0,138.1,79,186.9,75,194.2,105,12.1,1,0,no,0
VA,72,area_code_510,no,no,0,212.7,92,306.4,100,140.3,90,12.9,6,0,no,0
WV,176,area_code_510,no,no,0,304.2,111,306.6,64,207.9,98,9.5,2,7,yes,1
TX,150,area_code_408,no,yes,24,212.4,157,168.7,91,199.4,112,9.7,1,2,no,0
IL,108,area_code_510,yes,no,0,137.3,68,143.8,94,238.7,101,8.9,1,1,yes,1
RI,129,area_code_510,no,yes,10,161.4,91,183.1,102,240.3,65,12.9,3,1,no,0
WA,73,area_code_510,yes,no,0,202.9,108,285.9,121,219.0,102,12.8,5,1,no,0
DE,90,area_code_415,no,no,0,272.2,75,122.9,96,252.6,100,9.2,2,0,no,0
NV,105,area_code_408,no,no,0,98.2,103,140.3,91,140.2,106,13.9,1,1,no,0
MO,115,area_code_408,no,no,0,80.8,81,195.7,91,190.1,66,11.7,6,1,no,0
OH,82,area_code_415,no,no,0,207.2,114,163.7,97,192.8,79,9.3,4,7,no,0
ME,77,area_code_415,no,no,0,208.8,117,175.4,81,171.5,105,13.4,3,0,no,0
NH,201,area_code_510,no,no,0,159.9,61,237.3,124,290.2,99,13.4,4,3,no,0
NC,139,area_code_415,yes,no,0,185.1,101,266.7,75,207.9,95,9.0,3,3,no,0
KY,94,area_code_408,no,no,0,139.1,93,237.9,100,227.1,59,11.4,3,1,no,0
UT,95,area_code_415,no,no,0,155.5,99,167.0,75,190.7,125,13.2,4,1,no,0
NV,138,area_code_408,no,no,0,180.5,82,242.4,103,244.4,89,10.3,7,2,no,0
VT,105,area_code_415,no,no,0,204.6,111,134.4,109,260.8,69,5.7,7,1,no,0
ME,81,area_code_415,yes,no,0,220.4,76,276.4,122,239.5,112,11.4,5,1,yes,1
ME,127,area_code_510,no,no,0,223.2,137,144.7,119,96.0,109,8.6,4,2,no,0
PA,84,area_code_415,no,no,0,109.1,114,231.4,113,274.0,112,9.6,4,0,no,0
MI,47,area_code_510,no,yes,30,136.5,101,174.9,74,146.4,91,10.9,3,2,no,0
MN,128,area_code_510,yes,no,0,192.8,96,136.6,86,151.8,75,13.5,4,1,yes,1
KY,76,area_code_510,no,no,0,293.8,94,169.6,62,160.4,103,13.7,9,0,yes,1
KY,167,area_code_408,no,no,0,130.5,66,80.9,102,221.6,116,11.2,5,1,no,0
PA,104,area_code_415,no,no,0,186.8,102,176.3,114,222.2,84,13.0,3,0,no,0
VA,136,area_code_415,no,no,0,110.2,92,219.4,109,188.1,67,12.3,4,2,no,0
UT,83,area_code_510,no,yes,33,228.2,85,249.2,114,93.5,89,10.2,7,0,no,0
DC,78,area_code_415,yes,no,0,176.6,107,179.4,98,178.2,80,16.6,5,2,yes,1
MA,135,area_code_415,no,yes,45,241.4,102,206.4,78,196.6,104,9.4,6,0,no,0
LA,79,area_code_408,no,no,0,174.8,88,197.0,94,87.0,103,8.6,6,3,no,0
VA,133,area_code_415,no,no,0,171.8,64,177.1,83,223.0,96,10.3,4,1,no,0
MI,76,area_code_415,no,yes,37,190.8,58,221.9,101,211.2,104,12.3,4,1,no,0
MI,216,area_code_408,no,no,0,212.3,106,191.1,71,224.9,79,9.4,8,3,no,0
CT,73,area_code_510,no,no,0,159.0,123,233.3,95,178.9,155,15.2,3,2,no,0
NH,183,area_code_408,no,yes,38,178.4,103,184.4,79,203.3,94,7.2,3,3,no,0
AL,106,area_code_415,no,no,0,222.1,123,276.8,92,213.5,99,9.0,3,0,no,0
RI,90,area_code_510,no,no,0,190.0,98,196.1,111,216.4,58,8.0,6,2,no,0
NY,112,area_code_415,no,yes,17,120.0,94,79.5,104,214.0,94,8.7,1,1,no,0
OH,92,area_code_415,no,no,0,145.9,90,148.1,105,241.3,93,8.4,1,2,no,0
WV,35,area_code_408,no,no,0,179.8,82,176.1,78,132.6,85,12.0,5,1,no,0
OK,28,area_code_408,no,no,0,225.7,70,206.9,90,167.9,88,13.8,3,1,no,0
WI,93,area_code_415,no,no,0,199.7,109,114.2,68,241.0,109,7.1,2,0,no,0
OH,26,area_code_510,no,no,0,150.0,63,225.0,90,202.3,99,9.2,5,3,no,0
OK,33,area_code_415,yes,no,0,247.1,114,146.5,110,208.9,94,10.6,2,4,yes,1
PA,120,area_code_408,no,no,0,215.7,75,244.4,105,211.2,91,11.4,5,2,no,0
KS,124,area_code_415,no,no,0,94.8,102,238.9,91,279.4,94,11.6,3,2,no,0
SD,56,area_code_415,no,no,0,79.3,115,159.0,64,245.7,99,10.1,4,1,no,0
UT,39,area_code_408,no,no,0,157.2,81,247.7,131,215.7,141,9.9,9,1,no,0
IN,158,area_code_408,no,no,0,119.8,123,262.2,122,219.8,111,12.4,5,1,no,0
IA,52,area_code_510,no,yes,24,229.1,86,168.7,124,245.4,75,14.6,2,1,no,0
WA,112,area_code_408,no,no,0,135.1,112,226.3,85,115.2,108,11.1,6,1,no,0
AL,12,area_code_408,no,no,0,239.7,112,221.1,122,207.3,109,11.1,3,2,no,0
TX,109,area_code_510,yes,no,0,159.6,136,151.0,126,142.1,53,7.3,4,4,yes,1
CT,142,area_code_510,no,yes,38,231.2,125,174.8,121,171.2,87,12.4,2,4,no,0
OR,60,area_code_510,no,no,0,203.7,95,212.6,122,177.1,103,7.9,1,3,no,0
IN,168,area_code_415,no,no,0,160.6,110,185.2,120,120.2,104,9.1,4,1,yes,1
NY,138,area_code_415,yes,no,0,261.1,96,170.9,120,71.1,89,0.0,0,3,yes,1
WY,88,area_code_415,no,no,0,138.7,92,205.8,73,247.9,119,9.8,5,1,no,0
WI,119,area_code_415,no,no,0,226.6,126,143.6,107,94.9,123,12.1,5,1,no,0
DE,31,area_code_408,no,no,0,229.1,120,172.4,79,243.6,102,11.0,4,3,no,0
TN,102,area_code_408,no,no,0,157.4,83,47.3,102,160.4,92,11.4,5,0,no,0
DC,149,area_code_415,no,yes,25,185.6,109,167.3,89,171.6,100,10.7,3,1,yes,1
TX,138,area_code_415,no,no,0,217.2,73,190.8,127,133.5,97,5.2,3,4,no,0
DC,118,area_code_415,no,no,0,183.1,128,241.0,93,211.1,108,12.5,4,0,no,0
TN,222,area_code_408,no,yes,34,218.5,89,160.7,76,181.6,76,4.9,5,4,no,0
MI,130,area_code_415,no,no,0,143.8,76,274.8,103,194.7,105,12.3,1,0,no,0
DE,140,area_code_415,no,no,0,143.0,100,193.4,89,59.5,81,12.3,8,4,yes,1
CO,101,area_code_415,no,yes,39,147.2,105,168.8,96,165.3,118,13.0,4,1,no,0
NJ,134,area_code_415,no,yes,32,224.0,75,97.5,103,211.6,80,10.7,5,2,no,0
OK,88,area_code_408,yes,no,0,132.9,132,208.2,82,260.5,42,14.4,11,2,yes,1
VA,118,area_code_408,no,no,0,160.3,110,53.2,92,130.7,119,10.5,4,0,no,0
TN,93,area_code_415,no,yes,21,213.8,103,257.7,72,218.4,114,7.2,6,1,no,0
HI,232,area_code_415,no,no,0,248.2,128,211.2,96,147.1,117,10.0,6,2,no,0
PA,137,area_code_415,no,yes,25,174.6,88,243.8,118,259.7,103,12.2,3,3,no,0
WY,3,area_code_415,no,yes,23,205.5,102,209.5,83,182.3,99,6.4,4,0,no,0
RI,137,area_code_415,no,no,0,209.1,104,189.4,96,214.4,83,14.8,4,3,no,0
RI,42,area_code_415,no,no,0,251.1,81,178.3,106,184.6,90,12.7,5,0,no,0
MD,58,area_code_408,no,no,0,187.6,113,217.4,115,139.7,92,9.8,5,3,no,0
KY,55,area_code_415,no,yes,37,197.5,89,228.7,141,313.4,121,19.7,2,1,no,0
OH,69,area_code_510,no,no,0,221.6,88,231.8,87,211.7,116,8.6,9,1,no,0
VA,100,area_code_415,no,no,0,200.7,151,290.8,127,186.7,105,10.2,9,1,no,0
PA,86,area_code_510,no,no,0,212.8,79,90.9,145,152.3,67,11.9,3,2,no,0
NE,105,area_code_510,no,no,0,213.3,99,153.1,79,227.9,98,10.8,5,1,no,0
GA,111,area_code_408,yes,no,0,177.1,102,249.1,102,153.3,66,8.8,4,2,no,0
ME,75,area_code_408,no,no,0,229.2,59,142.8,107,291.6,109,8.5,5,0,no,0
OH,95,area_code_510,no,yes,24,129.4,120,159.8,68,214.4,83,12.6,4,4,yes,1
ID,137,area_code_510,no,no,0,203.1,97,132.0,76,250.9,94,9.2,4,4,no,0
KS,116,area_code_408,yes,no,0,232.2,98,244.7,91,151.3,69,10.6,1,7,yes,1
TN,125,area_code_415,no,no,0,138.5,96,159.7,117,212.7,91,7.7,3,2,no,0
WA,65,area_code_415,no,no,0,189.3,74,205.3,90,228.2,78,8.5,13,3,no,0
VT,100,area_code_510,no,no,0,254.2,97,262.0,88,256.3,82,13.6,6,0,yes,1
IL,70,area_code_408,no,no,0,176.5,85,119.2,93,227.7,90,8.7,5,1,no,0
ID,67,area_code_415,no,no,0,234.3,111,206.4,87,157.3,101,5.8,10,3,no,0
DE,50,area_code_510,no,yes,39,147.3,75,244.8,74,216.9,101,13.2,3,2,no,0
AK,42,area_code_415,no,no,0,171.0,129,183.9,96,130.2,90,4.6,6,0,no,0
MO,103,area_code_415,no,yes,34,240.6,92,204.2,99,297.0,82,12.7,9,5,no,0
NE,90,area_code_415,no,no,0,114.4,108,232.8,150,198.1,78,8.9,3,0,no,0
FL,66,area_code_510,no,no,0,113.9,112,271.8,106,216.7,95,15.6,3,2,no,0
MI,22,area_code_408,no,no,0,180.0,65,207.0,106,182.8,111,8.3,6,1,no,0
PA,147,area_code_510,no,yes,35,110.8,123,199.2,81,212.9,77,8.9,4,2,no,0
AR,57,area_code_415,no,yes,26,138.7,99,134.5,105,261.7,95,13.0,5,2,no,0
KY,7,area_code_510,no,yes,33,211.8,99,170.9,110,244.2,125,11.2,4,2,no,0
MN,85,area_code_415,no,no,0,234.5,113,237.3,116,122.7,110,12.9,3,4,no,0
TX,92,area_code_510,no,no,0,240.2,86,107.6,79,156.6,121,7.5,4,1,no,0
HI,92,area_code_510,no,no,0,222.4,105,164.0,129,233.3,113,9.9,8,1,no,0
WI,133,area_code_415,no,no,0,113.3,137,160.2,103,228.8,98,10.1,7,2,no,0
NV,134,area_code_408,no,no,0,107.0,146,220.0,116,149.8,108,7.2,3,2,no,0
IL,66,area_code_415,no,yes,31,163.2,106,267.9,108,172.6,100,9.7,5,1,no,0
MS,65,area_code_510,no,no,0,193.8,113,151.7,106,208.9,94,12.6,3,3,no,0
MA,102,area_code_510,no,no,0,143.7,82,170.9,83,310.9,112,9.8,1,2,no,0
OR,101,area_code_415,yes,no,0,169.5,117,212.0,111,204.0,120,9.7,1,0,yes,1
AR,115,area_code_415,no,yes,37,184.1,67,159.4,104,193.3,121,13.3,3,0,no,0
LA,111,area_code_408,no,yes,33,154.0,122,207.3,123,186.2,105,10.8,8,1,no,0
NJ,121,area_code_415,no,no,0,166.3,114,138.8,130,215.3,108,10.4,10,2,no,0
MT,108,area_code_415,no,no,0,108.6,128,325.2,97,173.6,67,9.3,6,0,no,0
MD,63,area_code_415,no,yes,25,230.3,82,165.6,96,227.7,125,9.0,2,1,no,0
CT,59,area_code_415,no,yes,46,200.1,44,126.0,78,146.3,123,10.6,5,1,no,0
OH,82,area_code_415,no,no,0,179.2,95,228.9,95,187.7,100,13.2,2,1,no,0
NV,110,area_code_510,no,no,0,129.5,94,92.6,96,154.3,110,9.9,5,3,no,0
KS,85,area_code_408,no,no,0,164.0,111,229.4,108,220.7,105,9.3,2,1,no,0
TX,46,area_code_415,no,no,0,230.7,117,186.2,84,182.2,109,9.2,4,2,no,0
